party,text,clean_text,posted_date,year,name,chamber
R,".
@SenToddYoung
 tells the #AxiosAISummit why he encourages the use of AI tools in his office and has used the technology himself ",. @SenToddYoung tells the #AxiosAISummit why he encourages the use of AI tools in his office and has used the technology himself,2023-11-28 15:59:30.000,2023,"Young, Todd",Senate
D,Don't miss this event on Friday at @UAlbany on the future of Artificial Intelligence in the Capital Region!,Don't miss this event on Friday at @UAlbany on the future of Artificial Intelligence in the Capital Region!,2019-11-20 16:41:54.091,2019,Paul Tonko D-NY,House
R,"""I don’t want us to over-regulate because I’m fearful that that will stamp out innovation. We’re gonna see real implications immediately and long term,"" says 
@RepKatCammack
 of her goals on the new House Task Force on AI via 
@fedscoop
.","""I don’t want us to over-regulate because I’m fearful that that will stamp out innovation. We’re gonna see real implications immediately and long term,"" says @RepKatCammack of her goals on the new House Task Force on AI via @fedscoop .",2024-03-05 14:46:29.000,2024,"Cammack, Kat",House
R,"Great bipartisan discussion this morning w/ @NSF, @NIH, @usnistgov, @ENERGY, &amp; @USDOT about the challenges to data accessibility in machine learning &amp; #AI. We must prioritize &amp; invest in initiatives that will move us forward, especially when it comes to agriculture &amp; healthcare. https://t.co/zKobsMO3u2","Great bipartisan discussion this morning w/ @NSF, @NIH, @usnistgov, @ENERGY, &amp; @USDOT about the challenges to data accessibility in machine learning &amp; #AI. We must prioritize &amp; invest in initiatives that will move us forward, especially when it comes to agriculture &amp; healthcare.",2019-05-02 18:46:16.113,2019,James Baird R-IN,House
D,"We’re already seeing generative AI being used in campaign materials to deliberately mislead voters. 

I'm glad to see the FEC take this step towards safeguarding our democracy in the digital era and restoring public trust in the electoral process.",We’re already seeing generative AI being used in campaign materials to deliberately mislead voters. I'm glad to see the FEC take this step towards safeguarding our democracy in the digital era and restoring public trust in the electoral process.,2023-08-10 22:36:07.000,2023,"Bennet, Michael F.",Senate
D,"It was great to sit down and chat with the Center for AI Safety.

AI presents us with lots of exciting new possibilities, but also lots of potential concerns. It's critical that we do our homework to understand the risks of AI and keep consumers safe as the industry grows.","It was great to sit down and chat with the Center for AI Safety. AI presents us with lots of exciting new possibilities, but also lots of potential concerns. It's critical that we do our homework to understand the risks of AI and keep consumers safe as the industry grows.",2024-07-24 17:51:24.000,2024,"Schatz, Brian",Senate
R,"In our Innovation, Data and Commerce hearing we examined technological advances in AI, needed consumer protections & the global race to ensure these tools are used to unleash American innovation while safeguarding data privacy.","In our Innovation, Data and Commerce hearing we examined technological advances in AI, needed consumer protections & the global race to ensure these tools are used to unleash American innovation while safeguarding data privacy.",2023-10-19 16:13:00.000,2023,"Bilirakis, Gus ",House
R,"This evening, I introduced AI legislation to help reduce overregulation of the American economy. 

AI technology is an effective tool that can save taxpayer dollars, benefit American business owners, and promote economic growth.","This evening, I introduced AI legislation to help reduce overregulation of the American economy. AI technology is an effective tool that can save taxpayer dollars, benefit American business owners, and promote economic growth.",2024-03-05 23:09:04.000,2024,"Biggs, Andy",House
D,"With the rapid rise of AI, we face new potential threats to our elections.

I am thrilled 
@NewDemCoalition
 endorsed my bipartisan bill — Preparing Election Administrators for AI Act — with 
@RepBrianFitz
, 
@RepSpanberger
, & 
@RepDLamborn
 to prevent election challenges posed by AI.","With the rapid rise of AI, we face new potential threats to our elections. I am thrilled @NewDemCoalition endorsed my bipartisan bill — Preparing Election Administrators for AI Act — with @RepBrianFitz , @RepSpanberger , & @RepDLamborn to prevent election challenges posed by AI.",2024-05-30 20:13:47.000,2024,"Houlahan, Chrissy",House
R,We must understand AI to use it to its fullest potential. I am working to set guardrails to ensure the safety of our future & the new opportunities that come along with it.,We must understand AI to use it to its fullest potential. I am working to set guardrails to ensure the safety of our future & the new opportunities that come along with it.,2024-02-18 14:32:59.000,2024,"Molinaro, Marcus",House
D,I enjoyed the @politico discussion this morning about how artificial intelligence and technology are shaping the future of work and what we can do to be prepared for the economic changes they will bring. #POLITICOTech https://t.co/umhly4DzEU,I enjoyed the @politico discussion this morning about how artificial intelligence and technology are shaping the future of work and what we can do to be prepared for the economic changes they will bring. #POLITICOTech,2019-11-20 20:22:32.079,2019,Bill Foster D-IL,House
D,"As AI-generated images become more and more prevelant, events like ""MisInfo Day"" are helping educate people on how to spot deepfakes and stop their spread.

But we must also continue our efforts to hold perpetrators accountable for their actions.","As AI-generated images become more and more prevelant, events like ""MisInfo Day"" are helping educate people on how to spot deepfakes and stop their spread. But we must also continue our efforts to hold perpetrators accountable for their actions.",2024-03-22 18:27:00.000,2024,"Morelle, Joe",House
D,"Attended a roundtable with members of the 
@FCC
 and 
@FEC
 to provide valuable insights into how AI-powered content impacts election safety and security.

We discussed their crucial role in regulating AI in election communications and how we can continue to safeguard our elections.",Attended a roundtable with members of the @FCC and @FEC to provide valuable insights into how AI-powered content impacts election safety and security. We discussed their crucial role in regulating AI in election communications and how we can continue to safeguard our elections.,2024-09-12 20:26:13.000,2024,"Soto, Darren",House
R,"As AI rapidly becomes an intrinsic part of our economy &amp; society, AI-based threats like deepfakes have become an increasing threat to our democracy that we must address. I applaud my Senate colleagues for passing this bipartisan legislation &amp; hope the House will take it up soon.","As AI rapidly becomes an intrinsic part of our economy &amp; society, AI-based threats like deepfakes have become an increasing threat to our democracy that we must address. I applaud my Senate colleagues for passing this bipartisan legislation &amp; hope the House will take it up soon.",2019-10-25 14:40:33.497,2019,Rob Portman R-OH,Senate
